tradeId,price,size,side,ts,symbol
1309376451090558991,110467.7,0.0045,buy,1747905593655,BTCUSDT
1309376451090558989,110467.7,0.009,buy,1747905593655,BTCUSDT
1309376451090558987,110467.7,0.002,buy,1747905593655,BTCUSDT
1309376451090558984,110467.7,0.0001,buy,1747905593655,BTCUSDT
1309376451090558982,110467.7,0.0001,buy,1747905593655,BTCUSDT
1309376451090558980,110467.7,0.0001,buy,1747905593655,BTCUSDT
1309376451090558978,110467.7,0.0084,buy,1747905593655,BTCUSDT
1309376449484140547,110467.7,0.0299,buy,1747905593272,BTCUSDT
1309376444752965633,110467.7,0.0199,buy,1747905592144,BTCUSDT
1309376444593582085,110467.6,0.0111,sell,1747905592106,BTCUSDT
1309376442005696513,110467.7,0.0396,buy,1747905591489,BTCUSDT
1309376441506574338,110467.7,0.001,buy,1747905591370,BTCUSDT
1309376440407666688,110467.7,0.0047,buy,1747905591108,BTCUSDT
1309376437211607043,110467.7,0.0128,buy,1747905590346,BTCUSDT
1309376436792176641,110467.6,0.0145,sell,1747905590246,BTCUSDT
1309376434023936011,110467.7,0.3231,buy,1747905589586,BTCUSDT
1309376434023936009,110467.7,0.1908,buy,1747905589586,BTCUSDT
1309376434023936007,110467.7,0.2191,buy,1747905589586,BTCUSDT
1309376434023936005,110467.7,0.2663,buy,1747905589586,BTCUSDT
1309376434023936002,110467.7,0.0002,buy,1747905589586,BTCUSDT
1309376434023936000,110467.7,0.0005,buy,1747905589586,BTCUSDT
1309376430425223169,110467.7,0.0019,buy,1747905588728,BTCUSDT
1309376428315488259,110467.7,0.0017,buy,1747905588225,BTCUSDT
1309376427292078084,110467.7,0.0013,buy,1747905587981,BTCUSDT
1309376426155421697,110467.7,0.0021,buy,1747905587710,BTCUSDT
1309376420866404358,110467.6,0.0001,sell,1747905586449,BTCUSDT
1309376420795101185,110467.6,4.3474,sell,1747905586432,BTCUSDT
1309376420765741057,110467.7,2.8843,buy,1747905586425,BTCUSDT
1309376420736380929,110467.7,2.5308,buy,1747905586418,BTCUSDT
1309376420719603761,110467.7,0.0005,buy,1747905586414,BTCUSDT
1309376420304367618,110467.7,0.1,buy,1747905586315,BTCUSDT
1309376420199510024,110467.7,0.0053,buy,1747905586290,BTCUSDT
1309376418274324481,110467.7,0.002,buy,1747905585831,BTCUSDT
1309376415745159171,110467.7,0.0018,buy,1747905585228,BTCUSDT
1309376414218432512,110467.6,0.004,sell,1747905584864,BTCUSDT
1309376414084214785,110467.6,0.0012,sell,1747905584832,BTCUSDT
1309376414050660354,110467.6,0.0002,sell,1747905584824,BTCUSDT
1309376413870305281,110467.6,0.0026,sell,1747905584781,BTCUSDT
1309376413861916677,110467.6,0.0059,sell,1747905584779,BTCUSDT
1309376413861916673,110467.6,0.0045,sell,1747905584779,BTCUSDT
1309376413857722371,110467.6,0.0038,sell,1747905584778,BTCUSDT
1309376413853528082,110467.6,0.0038,sell,1747905584777,BTCUSDT
1309376413849333761,110467.6,0.0028,sell,1747905584776,BTCUSDT
1309376413534760964,110467.7,0.0012,buy,1747905584701,BTCUSDT
1309376413182439426,110467.7,0.0745,buy,1747905584617,BTCUSDT
1309376411454386179,110467.7,0.0213,buy,1747905584205,BTCUSDT
1309376410196094979,110467.7,0.0142,buy,1747905583905,BTCUSDT
1309376410175123457,110467.6,0.0347,sell,1747905583900,BTCUSDT
1309376409655029772,110467.6,0.0018,sell,1747905583776,BTCUSDT
1309376409650835460,110467.6,0.0023,sell,1747905583775,BTCUSDT
1309376409621475415,110467.6,0.0029,sell,1747905583768,BTCUSDT
1309376409613086723,110467.6,0.0027,sell,1747905583766,BTCUSDT
1309376409604698114,110467.6,0.004,sell,1747905583764,BTCUSDT
1309376409562755118,110467.6,0.004,sell,1747905583754,BTCUSDT
1309376409562755074,110467.6,0.0031,sell,1747905583754,BTCUSDT
1309376409554366472,110467.6,0.0026,sell,1747905583752,BTCUSDT
1309376409545977860,110467.6,0.0013,sell,1747905583750,BTCUSDT
1309376409537589258,110467.6,0.0018,sell,1747905583748,BTCUSDT
1309376409537589254,110467.6,0.0084,sell,1747905583748,BTCUSDT
1309376409537589249,110467.6,0.0004,sell,1747905583748,BTCUSDT
1309376409520812045,110467.6,0.004,sell,1747905583744,BTCUSDT
1309376409520812039,110467.6,0.004,sell,1747905583744,BTCUSDT
